產品品號,產品類別,產品名稱,庫存量,price2,price3,生效日,失效日
8105594,吊飾／佛牌,楞嚴咒平安護身吊飾,0,399,0,2016/6/16 下午 03:00:00,
8105377,符袋佛卡,咕嚕咕咧佛母黃金心咒卡超值組,23,588,0,1900/1/1 上午 12:00:00,
8105593,吊飾／佛牌,金箔財寶瓶吊飾,15,399,0,2016/7/1 上午 12:00:00,
8105573,風水擺鎮,湯鎮瑋・凝聚貴緣防小人擺件,24,999,0,1900/1/1 上午 12:00:00,
8105375,符袋佛卡,咕嚕咕咧佛母黃金心咒卡(小),20,199,0,1900/1/1 上午 12:00:00,
8105376,符袋佛卡,咕嚕咕咧佛母黃金心咒卡(大),30,399,0,1900/1/1 上午 12:00:00,
8105553,風水擺鎮,DIY五行早生貴子蛋(小),28,680,0,2016/7/1 上午 12:00:00,
8102684,吊飾／佛牌,安康福祿水晶葫蘆,2,588,0,2014/10/13 上午 12:00:00,
8102489,風水擺鎮,愛戀之心桃花晶鑽門簾,3,2980,0,2014/10/13 上午 12:00:00,
8104587,風水擺鎮,天然東菱玉晶球陣,5,990,0,1900/1/1 上午 12:00:00,
8104588,風水擺鎮,天然白冰晶球陣,7,990,0,1900/1/1 上午 12:00:00,
8104585,風水擺鎮,天然紫水晶球陣,9,990,0,1900/1/1 上午 12:00:00,
8104586,風水擺鎮,天然粉水晶球陣,-1,990,0,1900/1/1 上午 12:00:00,
8101347,飾品,六字箴言轉運手鍊(白水晶),1,1980,0,1900/1/1 上午 12:00:00,
8105547,吊飾／佛牌,化煞葫蘆五帝錢吊飾組(二入),27,330,0,2016/7/7 下午 01:00:00,
8105583,風水擺鎮,金榜題名文昌塔擺件,22,999,0,2016/7/7 上午 12:00:00,
8105599,香／爐／金紙,騰龍賜福風水倒流香盤組(送新山檀香),22,1580,0,2016/7/15 下午 12:00:00,
8104584,風水擺鎮,天然黃冰晶球陣,5,990,0,1900/1/1 上午 12:00:00,
8104476,符袋佛卡,紅財神黃金心咒卡(小),49,199,0,2016/7/21 上午 12:00:00,
8105600,香／爐／金紙,元寶財來如意倒流香盤組(送新山檀香),27,1580,0,2016/7/15 下午 12:00:00,
8105607,風水擺鎮,金耀五帝貔貅DIY聚寶盆20件組,39,1380,0,1900/1/1 上午 12:00:00,
8105626,飾品,網住愛情靈狐手鍊,27,999,0,2014/10/13 上午 12:00:00,
8105577,飾品,艾莉絲‧靈數寶石項鍊(親挑開運色),50,588,0,2016/7/29 下午 12:00:00,
8105610,風水擺鎮,辦公室風水輪流轉雙擺件組(流水盆送聚寶盆),50,1380,0,1900/1/1 上午 12:00:00,
8101090,吊飾／佛牌,釋迦牟尼佛蓮花琉璃掛飾,8,680,0,2014/10/13 上午 12:00:00,
8105567,風水擺鎮,百壽添福雙葫蘆擺件組,17,888,0,2016/8/5 下午 03:00:00,
8105624,飾品,泰國四面佛桃花大全套,24,688,0,2016/8/17 上午 06:00:00,
8105616,風水擺鎮,緣來甜蜜桃花燈,20,1380,0,1900/1/1 上午 12:00:00,
8104475,符袋佛卡,黑財神黃金心咒卡(小),43,199,0,2016/7/21 上午 12:00:00,
8101370,掛畫／生活用品,五福臨門招財除穢包,2,299,0,2015/12/14 下午 08:00:00,
8301006,法會 / 點燈,2016月老元辰姻緣燈(送桃花親算15分鐘),86,1680,0,2016/8/15 上午 08:00:00,
8105019,飾品,富貴吉象手鍊-綠,11,599,0,1900/1/1 上午 12:00:00,
8105604,掛畫／生活用品,財水入庫金碧五富風水畫,18,2980,0,1900/1/1 上午 12:00:00,
8200354,法會 / 點燈,2016火供煙供祈福-長壽佛贈福延壽,84,1380,0,1900/1/1 上午 12:00:00,2016/9/23 下午 04:00:00
8105601,香／爐／金紙,新山檀倒流香三入組,28,688,0,2016/8/19 下午 06:00:00,
8105614,風水擺鎮,富貴彩寶八吉祥水晶風水盤送招財富貴葫蘆香,10,8800,0,2016/8/23 上午 12:00:00,
8105621,掛畫／生活用品,戀心圓滿月老寶盒,62,888,0,2016/8/23 上午 12:00:00,
8200408,法會 / 點燈,靈狐大仙媚力加持桃花法會-單身求桃花,95,1980,0,1900/1/1 上午 12:00:00,2016/9/30 下午 05:00:00
8200409,法會 / 點燈,靈狐大仙媚力加持桃花法會-已婚旺和合,99,1980,0,1900/1/1 上午 12:00:00,2016/9/30 下午 05:00:00
8200410,法會 / 點燈,靈狐大仙媚力加持桃花法會-事業人脈財,30,1980,0,1900/1/1 上午 12:00:00,2016/9/30 下午 05:00:00
8105648,掛畫／生活用品,寶寶週歲平安三件組,10,999,0,2016/8/30 下午 03:00:00,
8105482,法會 / 點燈,(新)沈孟勳．守印靈狐大仙招財富貴點燈套組,30,2970,0,1900/1/1 上午 12:00:00,2016/9/30 下午 05:00:00
8105643,風水擺鎮,路路發飛天雙貔貅超值組,10,4880,0,2016/9/5 上午 01:00:00,
8105632,飾品,真心相隨桃花手鍊,30,18,0,2016/9/2 下午 05:00:00,

產品品號,產品類別,產品名稱,庫存量,price2,price3,生效日,失效日
8400244,吊飾／佛牌,招財黃金龍牌,60,688,688,2014/10/13 上午 12:00:00,
8400074,吊飾／佛牌,愛神佛牌,1,999,899,1900/1/1 上午 12:00:00,
8200096,吊飾／佛牌,開運心咒天馬旗,62,588,0,2014/10/13 上午 12:00:00,
8200096,符袋佛卡,開運心咒天馬旗,62,588,0,2014/10/13 上午 12:00:00,
8100646,飾品,大甲媽袓-六字真言開運手鍊(女款),15,3980,1990,1900/1/1 上午 12:00:00,
8101291,吊飾／佛牌,花好悅緣琉璃吊飾,1,999,0,2014/10/13 上午 12:00:00,
8101481,香／爐／金紙,(特惠)五方招財香-2入,92,1580,0,2014/10/13 上午 12:00:00,
8101691,掛畫／生活用品,生肖六合貴人杯墊(馬+羊),4,688,0,2014/10/13 上午 12:00:00,
8101690,掛畫／生活用品,生肖六合貴人杯墊(蛇+猴),4,688,0,2014/10/13 上午 12:00:00,
8101689,掛畫／生活用品,生肖六合貴人杯墊(龍+雞),2,688,0,2014/10/13 上午 12:00:00,
8101688,掛畫／生活用品,生肖六合貴人杯墊(兔+狗),7,688,0,2014/10/13 上午 12:00:00,
8101687,掛畫／生活用品,生肖六合貴人杯墊(虎+豬),7,688,0,2014/10/13 上午 12:00:00,
8101686,掛畫／生活用品,生肖六合貴人杯墊(鼠+牛),7,688,0,2014/10/13 上午 12:00:00,
8101648,掛畫／生活用品,媚眼狐仙戀愛魔鏡,93,999,680,2014/10/13 上午 12:00:00,
8101647,吊飾／佛牌,爆鑽招財貓掛飾,2,888,0,2014/10/13 上午 12:00:00,
8101643,香／爐／金紙,吳美玲-財寶龍王煙供爐,50,3600,0,2014/10/13 上午 12:00:00,
8101603,印章／書／文具,吳美玲-傳家臍帶章,2,6000,0,2014/10/13 上午 12:00:00,
8101590,風水擺鎮,好運龍來鈴,7,1680,0,2014/10/13 上午 12:00:00,
8101589,掛畫／生活用品,平安滿月虎頭鞋,2,888,0,1900/1/1 上午 12:00:00,
8101584,風水擺鎮,納福旺家百子盤,26,1680,1680,1900/1/1 上午 12:00:00,
8101567,飾品,吉財無限一直賺鍊,7,1680,0,2014/10/13 上午 12:00:00,
8101566,飾品,圓滿情結心願鍊,19,888,0,2014/10/13 上午 12:00:00,
8101556,吊飾／佛牌,桃花粉鑽狐仙吊飾,6,1280,0,2014/10/13 上午 12:00:00,
8101546,風水擺鎮,12生肖五行幸運粉水晶(屬蛇.馬者),53,488,488,2014/10/13 上午 12:00:00,
8101543,風水擺鎮,12生肖五行幸運白水晶(屬猴.雞者),66,488,488,2014/10/13 上午 12:00:00,
8101535,香／爐／金紙,蓮花香盤臥貔貅(送隨身香、香夾),5,1680,1680,2014/10/13 上午 12:00:00,
8101408,香／爐／金紙,((特惠))玉帝金鈔拜神補財庫套裝金紙,4,999,0,1900/1/1 上午 12:00:00,
8101478,風水擺鎮,招財普巴金剛杵壇城(含裝臟),9,1280,0,1900/1/1 上午 12:00:00,
8101474,印章／書／文具,【79折】金賺致富發財筆,2,465,465,2014/10/13 上午 12:00:00,
8101451,香／爐／金紙,八吉祥黃金香盤組(香夾+香盤),-1,699,0,2014/10/13 上午 12:00:00,
8101416,吊飾／佛牌,((特惠))財神進門琉璃掛飾,14,488,488,2014/10/13 上午 12:00:00,
8101410,香／爐／金紙,十方貴人安太歲金紙組,2,199,199,2014/10/13 上午 12:00:00,
8103359,風水擺鎮,(官網5折優惠)紫氣豐發貴人樹(大),0,990,0,2014/10/13 上午 12:00:00,
8101402,吊飾／佛牌,((特惠))金龍抱珠貔貅吊飾,46,688,0,2014/10/13 上午 12:00:00,
8101401,吊飾／佛牌,((特惠))銀龍抱珠貔貅吊飾,44,688,0,2014/10/13 上午 12:00:00,
8101356,飾品,玫瑰晶彩賺鍊,8,888,0,2014/10/13 上午 12:00:00,
8101354,吊飾／佛牌,((特惠))大甲鎮瀾宮 媽祖平安項鍊,3,1980,1980,2014/10/13 上午 12:00:00,
8101348,飾品,((特惠))六字箴言轉運手鍊(紅玉髓),8,980,0,1900/1/1 上午 12:00:00,
8101346,風水擺鎮,((特惠))周映君‧七寶葫蘆轉運擺陣,1,980,0,2014/10/13 上午 12:00:00,
8101338,香／爐／金紙,((特惠))五方招財香,23,888,0,2014/10/13 上午 12:00:00,
8101331,風水擺鎮,((特惠))富貴榮華四神獸黃玉水晶陣,5,1380,1380,1900/1/1 上午 12:00:00,
8101329,飾品,極致金貴圓滿套組,55,888,0,2014/10/13 上午 12:00:00,
8101313,香／爐／金紙,除穢招財元寶香(一盒入),93,368,368,2014/10/13 上午 12:00:00,
8101308,吊飾／佛牌,雙龍抱珠貔貅吊飾組,23,1680,0,2014/10/13 上午 12:00:00,
8101294,飾品,桃花醒運鈴手鍊,3,999,0,2014/10/13 上午 12:00:00,
8101293,吊飾／佛牌,富貴如意龍鳳吊飾,5,1580,1280,2014/10/13 上午 12:00:00,
8101252,香／爐／金紙,桃花綻放愛情爐套組,4,1280,0,1900/1/1 上午 12:00:00,
8101245,吊飾／佛牌,鴻運虎眼吊飾,5,999,0,2014/10/13 上午 12:00:00,
8101239,吊飾／佛牌,開智慧文昌筆隨身吊飾,2,888,0,2014/10/13 上午 12:00:00,
8101210,香／爐／金紙,金鑽香爐,0,990,0,2014/10/13 上午 12:00:00,
8101158,飾品,緬甸玉招財貔貅項鏈,10,1380,0,2014/10/13 上午 12:00:00,
8101154,風水擺鎮,金銀財寶日日來彌樂佛,7,2880,2880,2014/10/13 上午 12:00:00,
8101125,掛畫／生活用品,平安喜果開運風水畫油畫,20,2980,0,1900/1/1 上午 12:00:00,
8101124,掛畫／生活用品,繁花步步升開運風水畫油畫,22,2980,0,1900/1/1 上午 12:00:00,
8101053,掛畫／生活用品,招財黃金磚,-1,1080,999,2014/10/13 上午 12:00:00,
8101052,風水擺鎮,粉晶狐仙擺飾,43,1280,0,2014/10/13 上午 12:00:00,
8100876,飾品,貴氣豐發紫晶鑽套組,47,1280,0,2014/10/13 上午 12:00:00,
8100875,飾品,花開富貴黃晶鑽套組,59,1280,0,2014/10/13 上午 12:00:00,
8100857,飾品,西藏天眼珠手鍊(小),2,1580,999,2014/10/13 上午 12:00:00,
8100851,飾品,耀發金剛杵項鍊,3,999,0,2014/10/13 上午 12:00:00,
8100840,飾品,七彩安康碧玉手鍊,15,980,790,1900/1/1 上午 12:00:00,
8100746,香／爐／金紙,吳美玲‧招財百寶香粉(2入),30,1580,0,2014/10/13 上午 12:00:00,
8100728,香／爐／金紙,蓮花香夾,20,99,99,2014/10/13 上午 12:00:00,
8100356,風水擺鎮,吳美玲．寶玉招財蟾蜍,1,1688,0,2014/10/13 上午 12:00:00,
8101821,飾品,鑽中鑽淘金女王錶,10,2980,0,2014/10/13 上午 12:00:00,
8101855,印章／書／文具,((送開刻)) 吳美玲．金龍財庫琉璃篆印,15,3680,0,2014/10/13 上午 12:00:00,
8101856,印章／書／文具,((送開刻)) 吳美玲．紫鳳財庫琉璃篆印 ,3,3680,0,2014/10/13 上午 12:00:00,
8101857,印章／書／文具,((送開刻)) 吳美玲．紫金龍鳳百年開運大印,3,6600,0,2014/10/13 上午 12:00:00,
8101826,飾品,((七夕特惠))粉紅爆晶桃花手鍊,2,880,688,2014/10/13 上午 12:00:00,
8101825,飾品,玫瑰香戀粉鑽項鍊,11,688,0,2014/10/13 上午 12:00:00,
8101776,法會 / 點燈,圓滿靈狐點燈(全年),18,3600,0,2014/10/13 上午 12:00:00,
8101774,法會 / 點燈,桃花靈狐點燈(單次),10,1980,0,2014/10/13 上午 12:00:00,
8101726,風水擺鎮,北斗七星連錢招財燈組,10,588,0,2014/10/13 上午 12:00:00,
8101728,香／爐／金紙,月老姻緣金組合,5,588,0,2014/10/13 上午 12:00:00,
8101831,符袋佛卡,四面佛黃金招財組 ,25,588,399,1900/1/1 上午 12:00:00,
8101730,吊飾／佛牌,四面佛桃花晶鑚象吊飾,10,588,588,2014/10/13 上午 12:00:00,
8101868,飾品,花開迎富手鍊,1,888,0,2014/10/13 上午 12:00:00,
8101869,飾品,璀璨桃花靈狐項鍊,3,1380,0,2014/10/13 上午 12:00:00,
8101943,掛畫／生活用品,甜心花漾晶鑚錶(桃紅),13,1980,1380,2014/10/13 上午 12:00:00,
8102002,風水擺鎮,趨吉避凶太極八卦陣,3,1380,0,2014/10/13 上午 12:00:00,
8101951,掛畫／生活用品,富女王粉鑽計算機,1,880,0,2014/10/13 上午 12:00:00,
8101950,掛畫／生活用品,穩賺致富計算機,0,880,0,2014/10/13 上午 12:00:00,
8101967,風水擺鎮,橫財爆發擺陣,0,1280,0,2014/10/13 上午 12:00:00,
8101959,香／爐／金紙,四面佛彩色香,46,888,0,2014/10/13 上午 12:00:00,
8101989,吊飾／佛牌,百財聚寶琉璃吊飾,20,1280,,2014/10/13 上午 12:00:00,
8101991,吊飾／佛牌,財帛滿袋琉璃吊飾,19,1280,,2014/10/13 上午 12:00:00,
8101975,香／爐／金紙,鎮宅吉祥龍龜煙供爐,10,3980,3980,2014/10/13 上午 12:00:00,
8102031,掛畫／生活用品,黃友輔．水聚天心招財風水畫(大),8,3960,0,2014/10/13 上午 12:00:00,
8102395,掛畫／生活用品,(12生肖開運推薦)黃友輔．富貴花開招財風水畫(大),29,3960,0,2014/10/13 上午 12:00:00,
8101957,吊飾／佛牌,威震天地八卦鏡掛飾,2,588,0,2014/10/13 上午 12:00:00,
8102000,飾品,吉象如意戒,61,1280,0,1900/1/1 上午 12:00:00,
8101981,飾品,金蟾萬貫戒,19,999,0,2014/10/13 上午 12:00:00,
8101966,風水擺鎮,福至心靈轉經輪,5,1680,0,2014/10/13 上午 12:00:00,
8101969,掛畫／生活用品,吉祥富貴孔雀除穢包,3,688,0,2014/10/13 上午 12:00:00,
8101994,風水擺鎮,永結同心愛情樹(小),5,588,0,2014/10/13 上午 12:00:00,
8102265,風水擺鎮,【特惠】陳冠宇大吉大利貔貅文公尺鎮,195,299,0,1900/1/1 上午 12:00:00,
8101960,風水擺鎮,大發富貴金蟾擺陣,4,1680,0,2014/10/13 上午 12:00:00,
8102180,飾品,金蟾萬貫手鍊,26,1680,0,2014/10/13 上午 12:00:00,
8102181,飾品,金蟾萬貫項鍊,11,999,0,2014/10/13 上午 12:00:00,
8102234,掛畫／生活用品,幸福光芒開運鹽燈,5,1680,0,2015/4/8 上午 12:00:00,
8101985,飾品,金彩絢麗玫瑰項鍊,8,999,0,2014/10/13 上午 12:00:00,
8102005,飾品,鍾愛玫瑰水晶手鍊,5,888,0,2014/10/13 上午 12:00:00,
8102239,掛畫／生活用品,沈孟勳．愛戀陶花組(黑),17,1280,0,2014/10/13 上午 12:00:00,
8102240,掛畫／生活用品,沈孟勳．愛戀陶花組(白),11,1280,0,2014/10/13 上午 12:00:00,
8102018,吊飾／佛牌,金榜題名桃木文昌筆吊飾,10,888,688,2014/10/13 上午 12:00:00,
8102036,吊飾／佛牌,四面佛黃金佛牌,54,1680,1180,1900/1/1 上午 12:00:00,
8102298,風水擺鎮,金龍招財炭雕盤(送四方引財除障環香),4,2980,2680,2014/10/13 上午 12:00:00,
8101892,吊飾／佛牌,鴻運富貴聚寶樹掛飾,2,888,688,2014/10/13 上午 12:00:00,
8101965,吊飾／佛牌,八吉祥圓滿掛飾,93,588,399,2014/10/13 上午 12:00:00,
8102322,符袋佛卡,周映君．寶寶安眠符(親畫),3,2800,1280,1900/1/1 上午 12:00:00,
8102323,符袋佛卡,周映君．寶寶收驚符(親畫),2,2800,1280,1900/1/1 上午 12:00:00,
8102324,符袋佛卡,周映君．寶寶平安符(親畫),4,2800,1280,1900/1/1 上午 12:00:00,
8101666,飾品,情人愛戀花果項鍊,27,1080,0,2014/10/13 上午 12:00:00,
8101944,飾品,繽紛戀曲鳳凰手鍊,3,888,0,2014/10/13 上午 12:00:00,
8102282,吊飾／佛牌,招財寶蟾印章鑰匙圈(不開刻),21,588,0,2014/10/13 上午 12:00:00,
8102067,符袋佛卡,(護佑文昌)開智慧魁星踢斗金佛卡,36,299,299,2014/10/13 上午 12:00:00,
8102326,香／爐／金紙,招財百寶香粉組(含聚財寶蓋),14,990,0,2014/10/13 上午 12:00:00,
8101987,飾品,開花結果垂墜耳環,28,888,,2014/10/13 上午 12:00:00,
8102368 ,掛畫／生活用品,十二財星貴人掛畫,5,999,0,2014/10/13 上午 12:00:00,
8102459,印章／書／文具,李玉珮．999黃金入庫招財印章-超值組(送開刻),122,4580,0,2014/10/13 上午 12:00:00,
8102464,風水擺鎮,富貴麒麟送子好孕陣,3,1280,0,1900/1/1 上午 12:00:00,
8101984,吊飾／佛牌,福蘆吉祥吊飾,16,388,0,2014/10/13 上午 12:00:00,
8101587,吊飾／佛牌,好學不倦智慧文昌筆,28,888,0,2014/10/13 上午 12:00:00,
8101977,飾品,怦然心動彩鑚手環,87,888,0,2014/10/13 上午 12:00:00,
8102447,飾品,手到錢來晶賺錶,6,2680,0,2014/10/13 上午 12:00:00,
8102354,吊飾／佛牌,萬財歸我豹賺鑰匙圈,45,999,0,2014/10/13 上午 12:00:00,
8102529,飾品,旺財護身藏銀雙喜手鍊組(女款),2,1280,0,2014/10/13 上午 12:00:00,
8102926,風水擺鎮,七世福報種子樹超值組(贈隨身香),5,2680,0,2014/10/13 上午 12:00:00,
8102526,風水擺鎮,風獅瓦將軍化煞陣,44,999,,2014/10/13 上午 12:00:00,
8102556,風水擺鎮,龍鳳和鳴黃金擺陣,88,2680,,2014/10/13 上午 12:00:00,
8102569,飾品,旺財護身藏銀雙喜手鍊組(男款),30,1280,0,2014/10/13 上午 12:00:00,
8102346,吊飾／佛牌,藏寶金葫蘆吊飾,10,588,0,2014/10/13 上午 12:00:00,
8102363,飾品,防小人鎖財尾戒,0,688,0,2014/10/13 上午 12:00:00,
8102508,掛畫／生活用品,鼠來財寶本命百財畫,94,999,0,2014/10/13 上午 12:00:00,
8102509,掛畫,牛轉乾坤本命百財畫,91,999,0,2014/10/13 上午 12:00:00,
8102509,風水擺鎮,牛轉乾坤本命百財畫,91,999,0,2014/10/13 上午 12:00:00,
8102510,風水擺鎮,虎虎生風本命百財畫,46,999,0,2014/10/13 上午 12:00:00,
8102510,掛畫,虎虎生風本命百財畫,46,999,0,2014/10/13 上午 12:00:00,
8102519,掛畫／生活用品,豬事大吉本命百財畫,96,999,0,2014/10/13 上午 12:00:00,
8102511,掛畫,兔氣揚眉本命百財畫,96,999,0,2014/10/13 上午 12:00:00,
8102511,風水擺鎮,兔氣揚眉本命百財畫,96,999,0,2014/10/13 上午 12:00:00,
8102518,掛畫／生活用品,狗來富貴本命百財畫,92,999,0,2014/10/13 上午 12:00:00,
8102517,掛畫／生活用品,雞祥如意本命百財畫,93,999,0,2014/10/13 上午 12:00:00,
8102513,掛畫／生活用品,蛇來運轉本命百財畫,98,999,0,2014/10/13 上午 12:00:00,
8102514,掛畫／生活用品,馬到成功本命百財畫,95,999,0,2014/10/13 上午 12:00:00,
8102515,掛畫／生活用品,羊洋得意本命百財畫,7,999,0,2014/10/13 上午 12:00:00,
8102348,飾品,蝶戀雙飛戒,6,999,0,2014/10/13 上午 12:00:00,
8102431,風水擺鎮,賺爆一桶金掛畫,9,999,0,2014/10/13 上午 12:00:00,
8102341,吊飾／佛牌,鳳凰粉晶桃花吊飾,0,399,0,2014/10/13 上午 12:00:00,
8102342,吊飾／佛牌,龍王黑瑪瑙吊飾,98,399,0,2014/10/13 上午 12:00:00,
8102523,吊飾／佛牌,蝴蝶人緣鳥桃花牌,89,2580,0,2014/10/13 上午 12:00:00,
8102616,印章／書／文具,李玉珮老師．八方聚財五行富貴開運瑑(賺)印,58,4980,0,2014/10/13 上午 12:00:00,
8102522,吊飾／佛牌,財富之王象神佛牌,93,2580,0,2014/10/13 上午 12:00:00,
8103043,風水擺鎮,十相自在黃金擺陣超值組(送八吉祥掛飾),3,1980,0,2014/10/13 上午 12:00:00,
8102640,飾品,薇薇安老師-晶彩鑽翻天開運套組,30,1980,0,2015/4/20 上午 12:00:00,2016/12/31 下午 11:00:00
8102717,飾品,(八字犯太歲推薦)帶財三合貴人項鍊(鼠龍猴)送求財符,8,1680,0,2014/10/13 上午 12:00:00,
8102719,飾品,(八字犯太歲推薦)帶財三合貴人項鍊(蛇雞牛)送求財符,0,1680,0,2014/10/13 上午 12:00:00,
8102602,飾品,愛情雙魚粉晶手鍊,2,688,0,2014/10/13 上午 12:00:00,
8102768,印章／書／文具,湯鎮瑋-居家風水88條禁忌,69,380,0,2014/10/13 上午 12:00:00,
8102793,印章／書／文具,湯鎮瑋-居家風水88條禁忌2本(送文公尺*2),89,760,0,2014/10/13 上午 12:00:00,
8102743,風水擺鎮,湯鎮瑋‧五行靈動風水鹽,3,1680,0,2014/10/13 上午 12:00:00,
8102831,掛畫／生活用品,時來運轉生肖開運鐘,-1,1580,0,2014/10/13 上午 12:00:00,
8102601,飾品,富貴金玉吉祥鎖念珠,1,1280,0,2014/10/13 上午 12:00:00,
8102858,飾品,銀鑲翠玉貔貅項鍊,58,1680,0,2014/10/13 上午 12:00:00,
8102854,飾品,銀鑲翠玉貔貅戒指,65,1680,0,2014/10/13 上午 12:00:00,
8102859,飾品,銀鑲翠玉貔貅組,61,3280,0,2014/10/13 上午 12:00:00,
8102855,飾品,四面佛有求必應手鍊,2,1280,640,1900/1/1 上午 12:00:00,
8102997,掛畫／生活用品,薇薇安百財馬上發紅財褲4件組-女M	,3,1380,0,2014/10/13 上午 12:00:00,
8103299,掛畫／生活用品,特惠-黃友輔馬上有錢除穢包,58,199,0,2014/10/13 上午 12:00:00,
8103300,掛畫／生活用品,特惠-黃友輔馬上有錢除穢包2入,95,388,299,2014/10/13 上午 12:00:00,
8103302,掛畫／生活用品,薇薇安錢進好運襪1入(男),71,168,0,1900/1/1 上午 12:00:00,
8103021,掛畫／生活用品,薇薇安錢進好運襪4入(男),92,680,0,2014/10/13 上午 12:00:00,
8103059,飾品,沈孟勳．金曜石招財手鍊,2,1980,790,2014/10/13 上午 12:00:00,
8103010,掛畫／生活用品,龍鳳和鳴開運風鈴,0,1280,0,2014/10/13 上午 12:00:00,
8103020,風水擺鎮,飛天八貔貅連環招財陣,94,6600,0,2014/10/13 上午 12:00:00,
8103060,飾品,沈孟勳‧除障至尊靈狐套組,496,2970,0,1900/1/1 上午 12:00:00,
8103272,符袋佛卡,文殊菩薩黃金心咒卡(大),94,399,0,1900/1/1 上午 12:00:00,
8103277,符袋佛卡,文殊菩薩黃金心咒卡(小),52,199,0,1900/1/1 上午 12:00:00,
8103282,符袋佛卡,文殊菩薩黃金心咒卡超值組,94,588,0,1900/1/1 上午 12:00:00,
8103274,符袋佛卡,四臂觀音黃金心咒卡(大),97,399,0,1900/1/1 上午 12:00:00,
8103279,符袋佛卡,四臂觀音黃金心咒卡(小),85,199,0,1900/1/1 上午 12:00:00,
8103284,符袋佛卡,四臂觀音黃金心咒卡超值組,99,588,0,1900/1/1 上午 12:00:00,
8103268,符袋佛卡,黃財神黃金心咒卡(大),90,399,0,1900/1/1 上午 12:00:00,
8103275,符袋佛卡,黃財神黃金心咒卡(小),17,199,0,1900/1/1 上午 12:00:00,
8103280,符袋佛卡,黃財神黃金心咒卡超值組,29,588,0,1900/1/1 上午 12:00:00,
8103273,符袋佛卡,綠度母黃金心咒卡(大),28,399,0,1900/1/1 上午 12:00:00,
8103278,符袋佛卡,綠度母黃金心咒卡(小),30,199,0,1900/1/1 上午 12:00:00,
8103283,符袋佛卡,綠度母黃金心咒卡超值組,28,588,0,1900/1/1 上午 12:00:00,
8103270,符袋佛卡,藥師佛黃金心咒卡(大),89,399,0,1900/1/1 上午 12:00:00,
8103276,符袋佛卡,藥師佛黃金心咒卡(小),28,199,0,1900/1/1 上午 12:00:00,
8103281,符袋佛卡,藥師佛黃金心咒卡超值組,81,588,0,1900/1/1 上午 12:00:00,
8103054,飾品,沈孟勳．守印靈狐尾戒,30,999,0,2014/10/13 上午 12:00:00,
8103055,飾品,沈孟勳．除障至尊靈狐項鍊,94,1980,0,2014/10/13 上午 12:00:00,
8103058,飾品,沈孟勳．和合冰晶靈狐項鍊,91,1980,0,2014/10/13 上午 12:00:00,
8103247,飾品,(四面佛加持)泰國回頭鹿桃花手鍊,6,999,499,1900/1/1 上午 12:00:00,
8102435,掛畫／生活用品,求財必應滿願風水畫,3,1280,0,2015/4/8 上午 12:00:00,
8102512,掛畫／生活用品,龍現瑞氣本命百財畫,4,999,0,2014/10/13 上午 12:00:00,
8101588,飾品,福蝶翩翩晶彩戒,20,999,0,2014/10/13 上午 12:00:00,
8101520,吊飾／佛牌,擊退小人黑曜石七星掛飾,5,588,0,2014/10/13 上午 12:00:00,
8103329,風水擺鎮,(5折優惠)十二生肖財霸天下黃金流水盆,2,6990,3495,2014/10/13 上午 12:00:00,
8103324,吊飾／佛牌,雙鹿法輪圓滿吊飾,9,588,399,2014/10/13 上午 12:00:00,
8103134,飾品,八吉祥總集晶鑽項鍊,100,1280,0,2014/10/13 上午 12:00:00,
8102448,風水擺鎮,招財雙贏金象擺陣,10,1980,0,1900/1/1 上午 12:00:00,
8103244,風水擺鎮,馬上封侯催官運擺陣套組,197,5980,,2014/10/13 上午 12:00:00,
8103326,飾品,心電心粉晶桃花項鍊,6,888,0,2014/10/13 上午 12:00:00,
8102596,掛畫／生活用品,吳美玲- 一定賺元寶燈,4,1980,0,2014/10/13 上午 12:00:00,
8102563,風水擺鎮,(12生肖開運推薦)花開結果五行姻緣陣,10,1980,0,2014/10/13 上午 12:00:00,
8103325,風水擺鎮,(旺財風水擺陣)滾滾財源金錢羊,8,1980,0,2014/10/13 上午 12:00:00,
8103340,香／爐／金紙,天恩福澤大圓滿塔香-超值組,-2,1580,999,2014/10/13 上午 12:00:00,
8101117,風水擺鎮,桃花萌發粉晶樹(大),19,1980,0,2014/10/13 上午 12:00:00,
8102742,風水擺鎮,天王象神金殿擺陣,96,1680,0,2014/10/13 上午 12:00:00,
8102600,風水擺鎮,一品麒麟財官大旺擺陣,0,4980,0,2014/10/13 上午 12:00:00,
8103334,香／爐／金紙,天恩福澤招財塔香(單入),18,588,0,2014/10/13 上午 12:00:00,
8103337,香／爐／金紙,天恩福澤招財塔香-超值組(3入),25,1580,1390,2014/10/13 上午 12:00:00,
8103335,香／爐／金紙,天恩福澤桃花塔香(單入),91,588,0,2014/10/13 上午 12:00:00,
8103338,香／爐／金紙,天恩福澤桃花塔香-超值組(3入),9,1580,0,2014/10/13 上午 12:00:00,
8103336,香／爐／金紙,天恩福澤智慧平安塔香(單入),95,588,0,2014/10/13 上午 12:00:00,
8103339,香／爐／金紙,天恩福澤智慧平安塔香-超值組(3入),10,1580,0,2014/10/13 上午 12:00:00,
8102830,風水擺鎮,乾坤運轉山海鎮,9,1680,0,2014/10/13 上午 12:00:00,
